detalle_id,venta_id,producto_id,cantidad,precio_unitario,subtotal
3775,3775,75,3,11293.75,33881.25
3776,3776,76,4,11431.00,45724.00
3777,3777,77,1,11568.25,11568.25
3778,3778,78,2,11705.50,23411.00
3779,3779,79,3,11842.75,35528.25
3780,3780,80,4,11980.00,47920.00
3781,3781,81,1,12117.25,12117.25
3782,3782,82,2,12254.50,24509.00
3783,3783,83,3,12391.75,37175.25
3784,3784,84,4,12529.00,50116.00
3785,3785,85,1,12666.25,12666.25
3786,3786,86,2,12803.50,25607.00
3787,3787,87,3,12940.75,38822.25
3788,3788,88,4,13078.00,52312.00
3789,3789,89,1,13215.25,13215.25
3790,3790,90,2,13352.50,26705.00
3791,3791,91,3,13489.75,40469.25
3792,3792,92,4,13627.00,54508.00
3793,3793,93,1,13764.25,13764.25
3794,3794,94,2,13901.50,27803.00
3795,3795,95,3,14038.75,42116.25
3796,3796,96,4,14176.00,56704.00
3797,3797,97,1,14313.25,14313.25
3798,3798,98,2,14450.50,28901.00
3799,3799,99,3,14587.75,43763.25
3800,3800,100,4,14725.00,58900.00
3801,3801,1,1,1137.25,1137.25
3802,3802,2,2,1274.50,2549.00
3803,3803,3,3,1411.75,4235.25
3804,3804,4,4,1549.00,6196.00
3805,3805,5,1,1686.25,1686.25
3806,3806,6,2,1823.50,3647.00
3807,3807,7,3,1960.75,5882.25
3808,3808,8,4,2098.00,8392.00
3809,3809,9,1,2235.25,2235.25
3810,3810,10,2,2372.50,4745.00
3811,3811,11,3,2509.75,7529.25
3812,3812,12,4,2647.00,10588.00
3813,3813,13,1,2784.25,2784.25
3814,3814,14,2,2921.50,5843.00
3815,3815,15,3,3058.75,9176.25
3816,3816,16,4,3196.00,12784.00
3817,3817,17,1,3333.25,3333.25
3818,3818,18,2,3470.50,6941.00
3819,3819,19,3,3607.75,10823.25
3820,3820,20,4,3745.00,14980.00
3821,3821,21,1,3882.25,3882.25
3822,3822,22,2,4019.50,8039.00
3823,3823,23,3,4156.75,12470.25
3824,3824,24,4,4294.00,17176.00
3825,3825,25,1,4431.25,4431.25
3826,3826,26,2,4568.50,9137.00
3827,3827,27,3,4705.75,14117.25
3828,3828,28,4,4843.00,19372.00
3829,3829,29,1,4980.25,4980.25
3830,3830,30,2,5117.50,10235.00
3831,3831,31,3,5254.75,15764.25
3832,3832,32,4,5392.00,21568.00
3833,3833,33,1,5529.25,5529.25
3834,3834,34,2,5666.50,11333.00
3835,3835,35,3,5803.75,17411.25
3836,3836,36,4,5941.00,23764.00
3837,3837,37,1,6078.25,6078.25
3838,3838,38,2,6215.50,12431.00
3839,3839,39,3,6352.75,19058.25
3840,3840,40,4,6490.00,25960.00
3841,3841,41,1,6627.25,6627.25
3842,3842,42,2,6764.50,13529.00
3843,3843,43,3,6901.75,20705.25
3844,3844,44,4,7039.00,28156.00
3845,3845,45,1,7176.25,7176.25
3846,3846,46,2,7313.50,14627.00
3847,3847,47,3,7450.75,22352.25
3848,3848,48,4,7588.00,30352.00
3849,3849,49,1,7725.25,7725.25
3850,3850,50,2,7862.50,15725.00
3851,3851,51,3,7999.75,23999.25
3852,3852,52,4,8137.00,32548.00
3853,3853,53,1,8274.25,8274.25
3854,3854,54,2,8411.50,16823.00
3855,3855,55,3,8548.75,25646.25
3856,3856,56,4,8686.00,34744.00
3857,3857,57,1,8823.25,8823.25
3858,3858,58,2,8960.50,17921.00
3859,3859,59,3,9097.75,27293.25
3860,3860,60,4,9235.00,36940.00
3861,3861,61,1,9372.25,9372.25
3862,3862,62,2,9509.50,19019.00
3863,3863,63,3,9646.75,28940.25
3864,3864,64,4,9784.00,39136.00
3865,3865,65,1,9921.25,9921.25
3866,3866,66,2,10058.50,20117.00
3867,3867,67,3,10195.75,30587.25
3868,3868,68,4,10333.00,41332.00
3869,3869,69,1,10470.25,10470.25
3870,3870,70,2,10607.50,21215.00
3871,3871,71,3,10744.75,32234.25
3872,3872,72,4,10882.00,43528.00
3873,3873,73,1,11019.25,11019.25
3874,3874,74,2,11156.50,22313.00
3875,3875,75,3,11293.75,33881.25
3876,3876,76,4,11431.00,45724.00
3877,3877,77,1,11568.25,11568.25
3878,3878,78,2,11705.50,23411.00
3879,3879,79,3,11842.75,35528.25
3880,3880,80,4,11980.00,47920.00
3881,3881,81,1,12117.25,12117.25
3882,3882,82,2,12254.50,24509.00
3883,3883,83,3,12391.75,37175.25
3884,3884,84,4,12529.00,50116.00
3885,3885,85,1,12666.25,12666.25
3886,3886,86,2,12803.50,25607.00
3887,3887,87,3,12940.75,38822.25
3888,3888,88,4,13078.00,52312.00
3889,3889,89,1,13215.25,13215.25
3890,3890,90,2,13352.50,26705.00
3891,3891,91,3,13489.75,40469.25
3892,3892,92,4,13627.00,54508.00
3893,3893,93,1,13764.25,13764.25
3894,3894,94,2,13901.50,27803.00
3895,3895,95,3,14038.75,42116.25
3896,3896,96,4,14176.00,56704.00
3897,3897,97,1,14313.25,14313.25
3898,3898,98,2,14450.50,28901.00
3899,3899,99,3,14587.75,43763.25
3900,3900,100,4,14725.00,58900.00
3901,3901,1,1,1137.25,1137.25
3902,3902,2,2,1274.50,2549.00
3903,3903,3,3,1411.75,4235.25
3904,3904,4,4,1549.00,6196.00
3905,3905,5,1,1686.25,1686.25
3906,3906,6,2,1823.50,3647.00
3907,3907,7,3,1960.75,5882.25
3908,3908,8,4,2098.00,8392.00
3909,3909,9,1,2235.25,2235.25
3910,3910,10,2,2372.50,4745.00
3911,3911,11,3,2509.75,7529.25
3912,3912,12,4,2647.00,10588.00
3913,3913,13,1,2784.25,2784.25
3914,3914,14,2,2921.50,5843.00
3915,3915,15,3,3058.75,9176.25
3916,3916,16,4,3196.00,12784.00
3917,3917,17,1,3333.25,3333.25
3918,3918,18,2,3470.50,6941.00
3919,3919,19,3,3607.75,10823.25
3920,3920,20,4,3745.00,14980.00
3921,3921,21,1,3882.25,3882.25
3922,3922,22,2,4019.50,8039.00
3923,3923,23,3,4156.75,12470.25
3924,3924,24,4,4294.00,17176.00
3925,3925,25,1,4431.25,4431.25
3926,3926,26,2,4568.50,9137.00
3927,3927,27,3,4705.75,14117.25
3928,3928,28,4,4843.00,19372.00
3929,3929,29,1,4980.25,4980.25
3930,3930,30,2,5117.50,10235.00
3931,3931,31,3,5254.75,15764.25
3932,3932,32,4,5392.00,21568.00
3933,3933,33,1,5529.25,5529.25
3934,3934,34,2,5666.50,11333.00
3935,3935,35,3,5803.75,17411.25
3936,3936,36,4,5941.00,23764.00
3937,3937,37,1,6078.25,6078.25
3938,3938,38,2,6215.50,12431.00
3939,3939,39,3,6352.75,19058.25
3940,3940,40,4,6490.00,25960.00
3941,3941,41,1,6627.25,6627.25
3942,3942,42,2,6764.50,13529.00
3943,3943,43,3,6901.75,20705.25
3944,3944,44,4,7039.00,28156.00
3945,3945,45,1,7176.25,7176.25
3946,3946,46,2,7313.50,14627.00
3947,3947,47,3,7450.75,22352.25
3948,3948,48,4,7588.00,30352.00
3949,3949,49,1,7725.25,7725.25
3950,3950,50,2,7862.50,15725.00
3951,3951,51,3,7999.75,23999.25
3952,3952,52,4,8137.00,32548.00
3953,3953,53,1,8274.25,8274.25
3954,3954,54,2,8411.50,16823.00
3955,3955,55,3,8548.75,25646.25
3956,3956,56,4,8686.00,34744.00
3957,3957,57,1,8823.25,8823.25
3958,3958,58,2,8960.50,17921.00
3959,3959,59,3,9097.75,27293.25
3960,3960,60,4,9235.00,36940.00
3961,3961,61,1,9372.25,9372.25
3962,3962,62,2,9509.50,19019.00
3963,3963,63,3,9646.75,28940.25
3964,3964,64,4,9784.00,39136.00
3965,3965,65,1,9921.25,9921.25
3966,3966,66,2,10058.50,20117.00
3967,3967,67,3,10195.75,30587.25
3968,3968,68,4,10333.00,41332.00
3969,3969,69,1,10470.25,10470.25
3970,3970,70,2,10607.50,21215.00
3971,3971,71,3,10744.75,32234.25
3972,3972,72,4,10882.00,43528.00
3973,3973,73,1,11019.25,11019.25
3974,3974,74,2,11156.50,22313.00
3975,3975,75,3,11293.75,33881.25
3976,3976,76,4,11431.00,45724.00
3977,3977,77,1,11568.25,11568.25
3978,3978,78,2,11705.50,23411.00
3979,3979,79,3,11842.75,35528.25
3980,3980,80,4,11980.00,47920.00
3981,3981,81,1,12117.25,12117.25
3982,3982,82,2,12254.50,24509.00
3983,3983,83,3,12391.75,37175.25
3984,3984,84,4,12529.00,50116.00
3985,3985,85,1,12666.25,12666.25
3986,3986,86,2,12803.50,25607.00
3987,3987,87,3,12940.75,38822.25
3988,3988,88,4,13078.00,52312.00
3989,3989,89,1,13215.25,13215.25
3990,3990,90,2,13352.50,26705.00
3991,3991,91,3,13489.75,40469.25
3992,3992,92,4,13627.00,54508.00
3993,3993,93,1,13764.25,13764.25
3994,3994,94,2,13901.50,27803.00
3995,3995,95,3,14038.75,42116.25
3996,3996,96,4,14176.00,56704.00
3997,3997,97,1,14313.25,14313.25
3998,3998,98,2,14450.50,28901.00
3999,3999,99,3,14587.75,43763.25
4000,4000,100,4,14725.00,58900.00
4001,4001,1,1,1137.25,1137.25
4002,4002,2,2,1274.50,2549.00
4003,4003,3,3,1411.75,4235.25
4004,4004,4,4,1549.00,6196.00
4005,4005,5,1,1686.25,1686.25
4006,4006,6,2,1823.50,3647.00
4007,4007,7,3,1960.75,5882.25
4008,4008,8,4,2098.00,8392.00
4009,4009,9,1,2235.25,2235.25
4010,4010,10,2,2372.50,4745.00
4011,4011,11,3,2509.75,7529.25
4012,4012,12,4,2647.00,10588.00
4013,4013,13,1,2784.25,2784.25
4014,4014,14,2,2921.50,5843.00
4015,4015,15,3,3058.75,9176.25
4016,4016,16,4,3196.00,12784.00
4017,4017,17,1,3333.25,3333.25
4018,4018,18,2,3470.50,6941.00
4019,4019,19,3,3607.75,10823.25
4020,4020,20,4,3745.00,14980.00
4021,4021,21,1,3882.25,3882.25
4022,4022,22,2,4019.50,8039.00
4023,4023,23,3,4156.75,12470.25
4024,4024,24,4,4294.00,17176.00
4025,4025,25,1,4431.25,4431.25
4026,4026,26,2,4568.50,9137.00
4027,4027,27,3,4705.75,14117.25
4028,4028,28,4,4843.00,19372.00
4029,4029,29,1,4980.25,4980.25
4030,4030,30,2,5117.50,10235.00
4031,4031,31,3,5254.75,15764.25
4032,4032,32,4,5392.00,21568.00
4033,4033,33,1,5529.25,5529.25
4034,4034,34,2,5666.50,11333.00
4035,4035,35,3,5803.75,17411.25
4036,4036,36,4,5941.00,23764.00
4037,4037,37,1,6078.25,6078.25
4038,4038,38,2,6215.50,12431.00
4039,4039,39,3,6352.75,19058.25
4040,4040,40,4,6490.00,25960.00
4041,4041,41,1,6627.25,6627.25
4042,4042,42,2,6764.50,13529.00
4043,4043,43,3,6901.75,20705.25
4044,4044,44,4,7039.00,28156.00
4045,4045,45,1,7176.25,7176.25
4046,4046,46,2,7313.50,14627.00
4047,4047,47,3,7450.75,22352.25
4048,4048,48,4,7588.00,30352.00
4049,4049,49,1,7725.25,7725.25
4050,4050,50,2,7862.50,15725.00
4051,4051,51,3,7999.75,23999.25
4052,4052,52,4,8137.00,32548.00
4053,4053,53,1,8274.25,8274.25
4054,4054,54,2,8411.50,16823.00
4055,4055,55,3,8548.75,25646.25
4056,4056,56,4,8686.00,34744.00
4057,4057,57,1,8823.25,8823.25
4058,4058,58,2,8960.50,17921.00
4059,4059,59,3,9097.75,27293.25
4060,4060,60,4,9235.00,36940.00
4061,4061,61,1,9372.25,9372.25
4062,4062,62,2,9509.50,19019.00
4063,4063,63,3,9646.75,28940.25
4064,4064,64,4,9784.00,39136.00
4065,4065,65,1,9921.25,9921.25
4066,4066,66,2,10058.50,20117.00
4067,4067,67,3,10195.75,30587.25
4068,4068,68,4,10333.00,41332.00
4069,4069,69,1,10470.25,10470.25
4070,4070,70,2,10607.50,21215.00
4071,4071,71,3,10744.75,32234.25
4072,4072,72,4,10882.00,43528.00
4073,4073,73,1,11019.25,11019.25
4074,4074,74,2,11156.50,22313.00
4075,4075,75,3,11293.75,33881.25
4076,4076,76,4,11431.00,45724.00
4077,4077,77,1,11568.25,11568.25
4078,4078,78,2,11705.50,23411.00
4079,4079,79,3,11842.75,35528.25
4080,4080,80,4,11980.00,47920.00
4081,4081,81,1,12117.25,12117.25
4082,4082,82,2,12254.50,24509.00
4083,4083,83,3,12391.75,37175.25
4084,4084,84,4,12529.00,50116.00
4085,4085,85,1,12666.25,12666.25
4086,4086,86,2,12803.50,25607.00
4087,4087,87,3,12940.75,38822.25
4088,4088,88,4,13078.00,52312.00
4089,4089,89,1,13215.25,13215.25
4090,4090,90,2,13352.50,26705.00
4091,4091,91,3,13489.75,40469.25
4092,4092,92,4,13627.00,54508.00
4093,4093,93,1,13764.25,13764.25
4094,4094,94,2,13901.50,27803.00
4095,4095,95,3,14038.75,42116.25
4096,4096,96,4,14176.00,56704.00
4097,4097,97,1,14313.25,14313.25
4098,4098,98,2,14450.50,28901.00
4099,4099,99,3,14587.75,43763.25
4100,4100,100,4,14725.00,58900.00
4101,4101,1,1,1137.25,1137.25
4102,4102,2,2,1274.50,2549.00
4103,4103,3,3,1411.75,4235.25
4104,4104,4,4,1549.00,6196.00
4105,4105,5,1,1686.25,1686.25
4106,4106,6,2,1823.50,3647.00
4107,4107,7,3,1960.75,5882.25
4108,4108,8,4,2098.00,8392.00
4109,4109,9,1,2235.25,2235.25
4110,4110,10,2,2372.50,4745.00
4111,4111,11,3,2509.75,7529.25
4112,4112,12,4,2647.00,10588.00
4113,4113,13,1,2784.25,2784.25
4114,4114,14,2,2921.50,5843.00
4115,4115,15,3,3058.75,9176.25
4116,4116,16,4,3196.00,12784.00
4117,4117,17,1,3333.25,3333.25
4118,4118,18,2,3470.50,6941.00
4119,4119,19,3,3607.75,10823.25
4120,4120,20,4,3745.00,14980.00
4121,4121,21,1,3882.25,3882.25
4122,4122,22,2,4019.50,8039.00
4123,4123,23,3,4156.75,12470.25
4124,4124,24,4,4294.00,17176.00
4125,4125,25,1,4431.25,4431.25
4126,4126,26,2,4568.50,9137.00
4127,4127,27,3,4705.75,14117.25
4128,4128,28,4,4843.00,19372.00
4129,4129,29,1,4980.25,4980.25
4130,4130,30,2,5117.50,10235.00
4131,4131,31,3,5254.75,15764.25
4132,4132,32,4,5392.00,21568.00
4133,4133,33,1,5529.25,5529.25
4134,4134,34,2,5666.50,11333.00
4135,4135,35,3,5803.75,17411.25
4136,4136,36,4,5941.00,23764.00
4137,4137,37,1,6078.25,6078.25
4138,4138,38,2,6215.50,12431.00
4139,4139,39,3,6352.75,19058.25
4140,4140,40,4,6490.00,25960.00
4141,4141,41,1,6627.25,6627.25
4142,4142,42,2,6764.50,13529.00
4143,4143,43,3,6901.75,20705.25
4144,4144,44,4,7039.00,28156.00
4145,4145,45,1,7176.25,7176.25
4146,4146,46,2,7313.50,14627.00
4147,4147,47,3,7450.75,22352.25
4148,4148,48,4,7588.00,30352.00
4149,4149,49,1,7725.25,7725.25
4150,4150,50,2,7862.50,15725.00
4151,4151,51,3,7999.75,23999.25
4152,4152,52,4,8137.00,32548.00
4153,4153,53,1,8274.25,8274.25
4154,4154,54,2,8411.50,16823.00
4155,4155,55,3,8548.75,25646.25
4156,4156,56,4,8686.00,34744.00
4157,4157,57,1,8823.25,8823.25
4158,4158,58,2,8960.50,17921.00
4159,4159,59,3,9097.75,27293.25
4160,4160,60,4,9235.00,36940.00
4161,4161,61,1,9372.25,9372.25
4162,4162,62,2,9509.50,19019.00
4163,4163,63,3,9646.75,28940.25
4164,4164,64,4,9784.00,39136.00
4165,4165,65,1,9921.25,9921.25
4166,4166,66,2,10058.50,20117.00
4167,4167,67,3,10195.75,30587.25
4168,4168,68,4,10333.00,41332.00
4169,4169,69,1,10470.25,10470.25
4170,4170,70,2,10607.50,21215.00
4171,4171,71,3,10744.75,32234.25
4172,4172,72,4,10882.00,43528.00
4173,4173,73,1,11019.25,11019.25
4174,4174,74,2,11156.50,22313.00
4175,4175,75,3,11293.75,33881.25
4176,4176,76,4,11431.00,45724.00
4177,4177,77,1,11568.25,11568.25
4178,4178,78,2,11705.50,23411.00
4179,4179,79,3,11842.75,35528.25
4180,4180,80,4,11980.00,47920.00
4181,4181,81,1,12117.25,12117.25
4182,4182,82,2,12254.50,24509.00
4183,4183,83,3,12391.75,37175.25
4184,4184,84,4,12529.00,50116.00
4185,4185,85,1,12666.25,12666.25
4186,4186,86,2,12803.50,25607.00
4187,4187,87,3,12940.75,38822.25
4188,4188,88,4,13078.00,52312.00
4189,4189,89,1,13215.25,13215.25
4190,4190,90,2,13352.50,26705.00
4191,4191,91,3,13489.75,40469.25
4192,4192,92,4,13627.00,54508.00
4193,4193,93,1,13764.25,13764.25
4194,4194,94,2,13901.50,27803.00
4195,4195,95,3,14038.75,42116.25
4196,4196,96,4,14176.00,56704.00
4197,4197,97,1,14313.25,14313.25
4198,4198,98,2,14450.50,28901.00
4199,4199,99,3,14587.75,43763.25
4200,4200,100,4,14725.00,58900.00
4201,4201,1,1,1137.25,1137.25
4202,4202,2,2,1274.50,2549.00
4203,4203,3,3,1411.75,4235.25
4204,4204,4,4,1549.00,6196.00
4205,4205,5,1,1686.25,1686.25
4206,4206,6,2,1823.50,3647.00
4207,4207,7,3,1960.75,5882.25
4208,4208,8,4,2098.00,8392.00
4209,4209,9,1,2235.25,2235.25
4210,4210,10,2,2372.50,4745.00
4211,4211,11,3,2509.75,7529.25
4212,4212,12,4,2647.00,10588.00
4213,4213,13,1,2784.25,2784.25
4214,4214,14,2,2921.50,5843.00
4215,4215,15,3,3058.75,9176.25
4216,4216,16,4,3196.00,12784.00
4217,4217,17,1,3333.25,3333.25
4218,4218,18,2,3470.50,6941.00
4219,4219,19,3,3607.75,10823.25
4220,4220,20,4,3745.00,14980.00
4221,4221,21,1,3882.25,3882.25
4222,4222,22,2,4019.50,8039.00
4223,4223,23,3,4156.75,12470.25
4224,4224,24,4,4294.00,17176.00
4225,4225,25,1,4431.25,4431.25
4226,4226,26,2,4568.50,9137.00
4227,4227,27,3,4705.75,14117.25
4228,4228,28,4,4843.00,19372.00
4229,4229,29,1,4980.25,4980.25
4230,4230,30,2,5117.50,10235.00
4231,4231,31,3,5254.75,15764.25
4232,4232,32,4,5392.00,21568.00
4233,4233,33,1,5529.25,5529.25
4234,4234,34,2,5666.50,11333.00
4235,4235,35,3,5803.75,17411.25
4236,4236,36,4,5941.00,23764.00
4237,4237,37,1,6078.25,6078.25
4238,4238,38,2,6215.50,12431.00
4239,4239,39,3,6352.75,19058.25
4240,4240,40,4,6490.00,25960.00
4241,4241,41,1,6627.25,6627.25
4242,4242,42,2,6764.50,13529.00
4243,4243,43,3,6901.75,20705.25
4244,4244,44,4,7039.00,28156.00
4245,4245,45,1,7176.25,7176.25
4246,4246,46,2,7313.50,14627.00
4247,4247,47,3,7450.75,22352.25
4248,4248,48,4,7588.00,30352.00
4249,4249,49,1,7725.25,7725.25
4250,4250,50,2,7862.50,15725.00
4251,4251,51,3,7999.75,23999.25
4252,4252,52,4,8137.00,32548.00
4253,4253,53,1,8274.25,8274.25
4254,4254,54,2,8411.50,16823.00
4255,4255,55,3,8548.75,25646.25
4256,4256,56,4,8686.00,34744.00
4257,4257,57,1,8823.25,8823.25
4258,4258,58,2,8960.50,17921.00
4259,4259,59,3,9097.75,27293.25
4260,4260,60,4,9235.00,36940.00
4261,4261,61,1,9372.25,9372.25
4262,4262,62,2,9509.50,19019.00
4263,4263,63,3,9646.75,28940.25
4264,4264,64,4,9784.00,39136.00
4265,4265,65,1,9921.25,9921.25
4266,4266,66,2,10058.50,20117.00
4267,4267,67,3,10195.75,30587.25
4268,4268,68,4,10333.00,41332.00
4269,4269,69,1,10470.25,10470.25
4270,4270,70,2,10607.50,21215.00
4271,4271,71,3,10744.75,32234.25
4272,4272,72,4,10882.00,43528.00
4273,4273,73,1,11019.25,11019.25
4274,4274,74,2,11156.50,22313.00
4275,4275,75,3,11293.75,33881.25
4276,4276,76,4,11431.00,45724.00
4277,4277,77,1,11568.25,11568.25
4278,4278,78,2,11705.50,23411.00
4279,4279,79,3,11842.75,35528.25
4280,4280,80,4,11980.00,47920.00
4281,4281,81,1,12117.25,12117.25
4282,4282,82,2,12254.50,24509.00
4283,4283,83,3,12391.75,37175.25
4284,4284,84,4,12529.00,50116.00
4285,4285,85,1,12666.25,12666.25
4286,4286,86,2,12803.50,25607.00
4287,4287,87,3,12940.75,38822.25
4288,4288,88,4,13078.00,52312.00
4289,4289,89,1,13215.25,13215.25
4290,4290,90,2,13352.50,26705.00
4291,4291,91,3,13489.75,40469.25
4292,4292,92,4,13627.00,54508.00
4293,4293,93,1,13764.25,13764.25
4294,4294,94,2,13901.50,27803.00
4295,4295,95,3,14038.75,42116.25
4296,4296,96,4,14176.00,56704.00
4297,4297,97,1,14313.25,14313.25
4298,4298,98,2,14450.50,28901.00
4299,4299,99,3,14587.75,43763.25
4300,4300,100,4,14725.00,58900.00
4301,4301,1,1,1137.25,1137.25
4302,4302,2,2,1274.50,2549.00
4303,4303,3,3,1411.75,4235.25
4304,4304,4,4,1549.00,6196.00
4305,4305,5,1,1686.25,1686.25
4306,4306,6,2,1823.50,3647.00
4307,4307,7,3,1960.75,5882.25
4308,4308,8,4,2098.00,8392.00
4309,4309,9,1,2235.25,2235.25
4310,4310,10,2,2372.50,4745.00
4311,4311,11,3,2509.75,7529.25
4312,4312,12,4,2647.00,10588.00
4313,4313,13,1,2784.25,2784.25
4314,4314,14,2,2921.50,5843.00
4315,4315,15,3,3058.75,9176.25
4316,4316,16,4,3196.00,12784.00
4317,4317,17,1,3333.25,3333.25
4318,4318,18,2,3470.50,6941.00
4319,4319,19,3,3607.75,10823.25
4320,4320,20,4,3745.00,14980.00
4321,4321,21,1,3882.25,3882.25
4322,4322,22,2,4019.50,8039.00
4323,4323,23,3,4156.75,12470.25
4324,4324,24,4,4294.00,17176.00
4325,4325,25,1,4431.25,4431.25
4326,4326,26,2,4568.50,9137.00
4327,4327,27,3,4705.75,14117.25
4328,4328,28,4,4843.00,19372.00
4329,4329,29,1,4980.25,4980.25
4330,4330,30,2,5117.50,10235.00
4331,4331,31,3,5254.75,15764.25
4332,4332,32,4,5392.00,21568.00
4333,4333,33,1,5529.25,5529.25
4334,4334,34,2,5666.50,11333.00
4335,4335,35,3,5803.75,17411.25
4336,4336,36,4,5941.00,23764.00
4337,4337,37,1,6078.25,6078.25
4338,4338,38,2,6215.50,12431.00
4339,4339,39,3,6352.75,19058.25
4340,4340,40,4,6490.00,25960.00
4341,4341,41,1,6627.25,6627.25
4342,4342,42,2,6764.50,13529.00
4343,4343,43,3,6901.75,20705.25
4344,4344,44,4,7039.00,28156.00
4345,4345,45,1,7176.25,7176.25
4346,4346,46,2,7313.50,14627.00
4347,4347,47,3,7450.75,22352.25
4348,4348,48,4,7588.00,30352.00
4349,4349,49,1,7725.25,7725.25
4350,4350,50,2,7862.50,15725.00
4351,4351,51,3,7999.75,23999.25
4352,4352,52,4,8137.00,32548.00
4353,4353,53,1,8274.25,8274.25
4354,4354,54,2,8411.50,16823.00
4355,4355,55,3,8548.75,25646.25
4356,4356,56,4,8686.00,34744.00
4357,4357,57,1,8823.25,8823.25
4358,4358,58,2,8960.50,17921.00
4359,4359,59,3,9097.75,27293.25
4360,4360,60,4,9235.00,36940.00
4361,4361,61,1,9372.25,9372.25
4362,4362,62,2,9509.50,19019.00
4363,4363,63,3,9646.75,28940.25
4364,4364,64,4,9784.00,39136.00
4365,4365,65,1,9921.25,9921.25
4366,4366,66,2,10058.50,20117.00
4367,4367,67,3,10195.75,30587.25
4368,4368,68,4,10333.00,41332.00
4369,4369,69,1,10470.25,10470.25
4370,4370,70,2,10607.50,21215.00
4371,4371,71,3,10744.75,32234.25
4372,4372,72,4,10882.00,43528.00
4373,4373,73,1,11019.25,11019.25
4374,4374,74,2,11156.50,22313.00
4375,4375,75,3,11293.75,33881.25
4376,4376,76,4,11431.00,45724.00
4377,4377,77,1,11568.25,11568.25
4378,4378,78,2,11705.50,23411.00
4379,4379,79,3,11842.75,35528.25
4380,4380,80,4,11980.00,47920.00
4381,4381,81,1,12117.25,12117.25
4382,4382,82,2,12254.50,24509.00
4383,4383,83,3,12391.75,37175.25
4384,4384,84,4,12529.00,50116.00
4385,4385,85,1,12666.25,12666.25
4386,4386,86,2,12803.50,25607.00
4387,4387,87,3,12940.75,38822.25
4388,4388,88,4,13078.00,52312.00
4389,4389,89,1,13215.25,13215.25
4390,4390,90,2,13352.50,26705.00
4391,4391,91,3,13489.75,40469.25
4392,4392,92,4,13627.00,54508.00
4393,4393,93,1,13764.25,13764.25
4394,4394,94,2,13901.50,27803.00
4395,4395,95,3,14038.75,42116.25
4396,4396,96,4,14176.00,56704.00
4397,4397,97,1,14313.25,14313.25
4398,4398,98,2,14450.50,28901.00
4399,4399,99,3,14587.75,43763.25
4400,4400,100,4,14725.00,58900.00
4401,4401,1,1,1137.25,1137.25
4402,4402,2,2,1274.50,2549.00
4403,4403,3,3,1411.75,4235.25
4404,4404,4,4,1549.00,6196.00
4405,4405,5,1,1686.25,1686.25
4406,4406,6,2,1823.50,3647.00
4407,4407,7,3,1960.75,5882.25
4408,4408,8,4,2098.00,8392.00
4409,4409,9,1,2235.25,2235.25
4410,4410,10,2,2372.50,4745.00
4411,4411,11,3,2509.75,7529.25
4412,4412,12,4,2647.00,10588.00
4413,4413,13,1,2784.25,2784.25
4414,4414,14,2,2921.50,5843.00
4415,4415,15,3,3058.75,9176.25
4416,4416,16,4,3196.00,12784.00
4417,4417,17,1,3333.25,3333.25
4418,4418,18,2,3470.50,6941.00
4419,4419,19,3,3607.75,10823.25
4420,4420,20,4,3745.00,14980.00
4421,4421,21,1,3882.25,3882.25
4422,4422,22,2,4019.50,8039.00
4423,4423,23,3,4156.75,12470.25
4424,4424,24,4,4294.00,17176.00
4425,4425,25,1,4431.25,4431.25
4426,4426,26,2,4568.50,9137.00
4427,4427,27,3,4705.75,14117.25
4428,4428,28,4,4843.00,19372.00
4429,4429,29,1,4980.25,4980.25
4430,4430,30,2,5117.50,10235.00
4431,4431,31,3,5254.75,15764.25
4432,4432,32,4,5392.00,21568.00
4433,4433,33,1,5529.25,5529.25
4434,4434,34,2,5666.50,11333.00
4435,4435,35,3,5803.75,17411.25
4436,4436,36,4,5941.00,23764.00
4437,4437,37,1,6078.25,6078.25
4438,4438,38,2,6215.50,12431.00
4439,4439,39,3,6352.75,19058.25
4440,4440,40,4,6490.00,25960.00
4441,4441,41,1,6627.25,6627.25
4442,4442,42,2,6764.50,13529.00
4443,4443,43,3,6901.75,20705.25
4444,4444,44,4,7039.00,28156.00
4445,4445,45,1,7176.25,7176.25
4446,4446,46,2,7313.50,14627.00
4447,4447,47,3,7450.75,22352.25
4448,4448,48,4,7588.00,30352.00
4449,4449,49,1,7725.25,7725.25
4450,4450,50,2,7862.50,15725.00
4451,4451,51,3,7999.75,23999.25
4452,4452,52,4,8137.00,32548.00
4453,4453,53,1,8274.25,8274.25
4454,4454,54,2,8411.50,16823.00
4455,4455,55,3,8548.75,25646.25
4456,4456,56,4,8686.00,34744.00
4457,4457,57,1,8823.25,8823.25
4458,4458,58,2,8960.50,17921.00
4459,4459,59,3,9097.75,27293.25
4460,4460,60,4,9235.00,36940.00
4461,4461,61,1,9372.25,9372.25
4462,4462,62,2,9509.50,19019.00
4463,4463,63,3,9646.75,28940.25
4464,4464,64,4,9784.00,39136.00
4465,4465,65,1,9921.25,9921.25
4466,4466,66,2,10058.50,20117.00
4467,4467,67,3,10195.75,30587.25
4468,4468,68,4,10333.00,41332.00
4469,4469,69,1,10470.25,10470.25
4470,4470,70,2,10607.50,21215.00
4471,4471,71,3,10744.75,32234.25
4472,4472,72,4,10882.00,43528.00
