venta_id,cliente_id,sucursal_id,fecha_venta,estado,total
1154,154,4,2025-01-09 08:10:00,PAGADA,50469.00
1155,155,5,2025-01-09 08:20:00,CREADA,76938.75
1156,156,6,2025-01-09 08:30:00,PAGADA,104232.00
1157,157,7,2025-01-09 08:40:00,PAGADA,26469.75
1158,158,8,2025-01-09 08:50:00,PAGADA,53763.00
1159,159,9,2025-01-09 09:00:00,PAGADA,81879.75
1160,160,10,2025-01-09 09:10:00,CREADA,110820.00
1161,161,1,2025-01-09 09:20:00,PAGADA,28116.75
1162,162,2,2025-01-09 09:30:00,PAGADA,57057.00
1163,163,3,2025-01-09 09:40:00,PAGADA,86820.75
1164,164,4,2025-01-09 09:50:00,PAGADA,117408.00
1165,165,5,2025-01-09 10:00:00,CREADA,29763.75
1166,166,6,2025-01-09 10:10:00,PAGADA,60351.00
1167,167,7,2025-01-09 10:20:00,PAGADA,91761.75
1168,168,8,2025-01-09 10:30:00,PAGADA,123996.00
1169,169,9,2025-01-09 10:40:00,PAGADA,31410.75
1170,170,10,2025-01-09 10:50:00,ANULADA,63645.00
1171,171,1,2025-01-09 11:00:00,PAGADA,96702.75
1172,172,2,2025-01-09 11:10:00,PAGADA,130584.00
1173,173,3,2025-01-09 11:20:00,PAGADA,33057.75
1174,174,4,2025-01-09 11:30:00,PAGADA,66939.00
1175,175,5,2025-01-09 11:40:00,CREADA,101643.75
1176,176,6,2025-01-09 11:50:00,PAGADA,137172.00
1177,177,7,2025-01-09 12:00:00,PAGADA,34704.75
1178,178,8,2025-01-09 12:10:00,PAGADA,70233.00
1179,179,9,2025-01-09 12:20:00,PAGADA,106584.75
1180,180,10,2025-01-09 12:30:00,CREADA,143760.00
1181,181,1,2025-01-09 12:40:00,PAGADA,36351.75
1182,182,2,2025-01-09 12:50:00,PAGADA,73527.00
1183,183,3,2025-01-09 13:00:00,PAGADA,111525.75
1184,184,4,2025-01-09 13:10:00,PAGADA,150348.00
1185,185,5,2025-01-09 13:20:00,CREADA,37998.75
1186,186,6,2025-01-09 13:30:00,PAGADA,76821.00
1187,187,7,2025-01-09 13:40:00,PAGADA,116466.75
1188,188,8,2025-01-09 13:50:00,PAGADA,156936.00
1189,189,9,2025-01-09 14:00:00,PAGADA,39645.75
1190,190,10,2025-01-09 14:10:00,CREADA,80115.00
1191,191,1,2025-01-09 14:20:00,PAGADA,121407.75
1192,192,2,2025-01-09 14:30:00,PAGADA,163524.00
1193,193,3,2025-01-09 14:40:00,PAGADA,41292.75
1194,194,4,2025-01-09 14:50:00,PAGADA,83409.00
1195,195,5,2025-01-09 15:00:00,CREADA,126348.75
1196,196,6,2025-01-09 15:10:00,PAGADA,170112.00
1197,197,7,2025-01-09 15:20:00,PAGADA,42939.75
1198,198,8,2025-01-09 15:30:00,PAGADA,86703.00
1199,199,9,2025-01-09 15:40:00,PAGADA,131289.75
1200,200,10,2025-01-09 15:50:00,ANULADA,176700.00
1201,201,1,2025-01-09 16:00:00,PAGADA,3411.75
1202,202,2,2025-01-09 16:10:00,PAGADA,7647.00
1203,203,3,2025-01-09 16:20:00,PAGADA,12705.75
1204,204,4,2025-01-09 16:30:00,PAGADA,18588.00
1205,205,5,2025-01-09 16:40:00,CREADA,5058.75
1206,206,6,2025-01-09 16:50:00,PAGADA,10941.00
1207,207,7,2025-01-09 17:00:00,PAGADA,17646.75
1208,208,8,2025-01-09 17:10:00,PAGADA,25176.00
1209,209,9,2025-01-09 17:20:00,PAGADA,6705.75
1210,210,10,2025-01-09 17:30:00,CREADA,14235.00
1211,211,1,2025-01-09 17:40:00,PAGADA,22587.75
1212,212,2,2025-01-09 17:50:00,PAGADA,31764.00
1213,213,3,2025-01-09 18:00:00,PAGADA,8352.75
1214,214,4,2025-01-09 18:10:00,PAGADA,17529.00
1215,215,5,2025-01-09 18:20:00,CREADA,27528.75
1216,216,6,2025-01-09 18:30:00,PAGADA,38352.00
1217,217,7,2025-01-09 18:40:00,PAGADA,9999.75
1218,218,8,2025-01-09 18:50:00,PAGADA,20823.00
1219,219,9,2025-01-09 19:00:00,PAGADA,32469.75
1220,220,10,2025-01-09 19:10:00,CREADA,44940.00
1221,221,1,2025-01-09 19:20:00,PAGADA,11646.75
1222,222,2,2025-01-09 19:30:00,PAGADA,24117.00
1223,223,3,2025-01-09 19:40:00,PAGADA,37410.75
1224,224,4,2025-01-09 19:50:00,PAGADA,51528.00
1225,225,5,2025-01-09 20:00:00,CREADA,13293.75
1226,226,6,2025-01-09 20:10:00,PAGADA,27411.00
1227,227,7,2025-01-09 20:20:00,PAGADA,42351.75
1228,228,8,2025-01-09 20:30:00,PAGADA,58116.00
1229,229,9,2025-01-09 20:40:00,PAGADA,14940.75
1230,230,10,2025-01-09 20:50:00,ANULADA,30705.00
1231,231,1,2025-01-09 21:00:00,PAGADA,47292.75
1232,232,2,2025-01-09 21:10:00,PAGADA,64704.00
1233,233,3,2025-01-09 21:20:00,PAGADA,16587.75
1234,234,4,2025-01-09 21:30:00,PAGADA,33999.00
1235,235,5,2025-01-09 21:40:00,CREADA,52233.75
1236,236,6,2025-01-09 21:50:00,PAGADA,71292.00
1237,237,7,2025-01-09 22:00:00,PAGADA,18234.75
1238,238,8,2025-01-09 22:10:00,PAGADA,37293.00
1239,239,9,2025-01-09 22:20:00,PAGADA,57174.75
1240,240,10,2025-01-09 22:30:00,CREADA,77880.00
1241,241,1,2025-01-09 22:40:00,PAGADA,19881.75
1242,242,2,2025-01-09 22:50:00,PAGADA,40587.00
1243,243,3,2025-01-09 23:00:00,PAGADA,62115.75
1244,244,4,2025-01-09 23:10:00,PAGADA,84468.00
1245,245,5,2025-01-09 23:20:00,CREADA,21528.75
1246,246,6,2025-01-09 23:30:00,PAGADA,43881.00
1247,247,7,2025-01-09 23:40:00,PAGADA,67056.75
1248,248,8,2025-01-09 23:50:00,PAGADA,91056.00
1249,249,9,2025-01-10 00:00:00,PAGADA,23175.75
1250,250,10,2025-01-10 00:10:00,CREADA,47175.00
1251,251,1,2025-01-10 00:20:00,PAGADA,71997.75
1252,252,2,2025-01-10 00:30:00,PAGADA,97644.00
1253,253,3,2025-01-10 00:40:00,PAGADA,24822.75
1254,254,4,2025-01-10 00:50:00,PAGADA,50469.00
1255,255,5,2025-01-10 01:00:00,CREADA,76938.75
1256,256,6,2025-01-10 01:10:00,PAGADA,104232.00
1257,257,7,2025-01-10 01:20:00,PAGADA,26469.75
1258,258,8,2025-01-10 01:30:00,PAGADA,53763.00
1259,259,9,2025-01-10 01:40:00,PAGADA,81879.75
1260,260,10,2025-01-10 01:50:00,ANULADA,110820.00
1261,261,1,2025-01-10 02:00:00,PAGADA,28116.75
1262,262,2,2025-01-10 02:10:00,PAGADA,57057.00
1263,263,3,2025-01-10 02:20:00,PAGADA,86820.75
1264,264,4,2025-01-10 02:30:00,PAGADA,117408.00
1265,265,5,2025-01-10 02:40:00,CREADA,29763.75
1266,266,6,2025-01-10 02:50:00,PAGADA,60351.00
1267,267,7,2025-01-10 03:00:00,PAGADA,91761.75
1268,268,8,2025-01-10 03:10:00,PAGADA,123996.00
1269,269,9,2025-01-10 03:20:00,PAGADA,31410.75
1270,270,10,2025-01-10 03:30:00,CREADA,63645.00
1271,271,1,2025-01-10 03:40:00,PAGADA,96702.75
1272,272,2,2025-01-10 03:50:00,PAGADA,130584.00
1273,273,3,2025-01-10 04:00:00,PAGADA,33057.75
1274,274,4,2025-01-10 04:10:00,PAGADA,66939.00
1275,275,5,2025-01-10 04:20:00,CREADA,101643.75
1276,276,6,2025-01-10 04:30:00,PAGADA,137172.00
1277,277,7,2025-01-10 04:40:00,PAGADA,34704.75
1278,278,8,2025-01-10 04:50:00,PAGADA,70233.00
1279,279,9,2025-01-10 05:00:00,PAGADA,106584.75
1280,280,10,2025-01-10 05:10:00,CREADA,143760.00
1281,281,1,2025-01-10 05:20:00,PAGADA,36351.75
1282,282,2,2025-01-10 05:30:00,PAGADA,73527.00
1283,283,3,2025-01-10 05:40:00,PAGADA,111525.75
1284,284,4,2025-01-10 05:50:00,PAGADA,150348.00
1285,285,5,2025-01-10 06:00:00,CREADA,37998.75
1286,286,6,2025-01-10 06:10:00,PAGADA,76821.00
1287,287,7,2025-01-10 06:20:00,PAGADA,116466.75
1288,288,8,2025-01-10 06:30:00,PAGADA,156936.00
1289,289,9,2025-01-10 06:40:00,PAGADA,39645.75
1290,290,10,2025-01-10 06:50:00,ANULADA,80115.00
1291,291,1,2025-01-10 07:00:00,PAGADA,121407.75
1292,292,2,2025-01-10 07:10:00,PAGADA,163524.00
1293,293,3,2025-01-10 07:20:00,PAGADA,41292.75
1294,294,4,2025-01-10 07:30:00,PAGADA,83409.00
1295,295,5,2025-01-10 07:40:00,CREADA,126348.75
1296,296,6,2025-01-10 07:50:00,PAGADA,170112.00
1297,297,7,2025-01-10 08:00:00,PAGADA,42939.75
1298,298,8,2025-01-10 08:10:00,PAGADA,86703.00
1299,299,9,2025-01-10 08:20:00,PAGADA,131289.75
1300,300,10,2025-01-10 08:30:00,CREADA,176700.00
1301,301,1,2025-01-10 08:40:00,PAGADA,3411.75
1302,302,2,2025-01-10 08:50:00,PAGADA,7647.00
1303,303,3,2025-01-10 09:00:00,PAGADA,12705.75
1304,304,4,2025-01-10 09:10:00,PAGADA,18588.00
1305,305,5,2025-01-10 09:20:00,CREADA,5058.75
1306,306,6,2025-01-10 09:30:00,PAGADA,10941.00
1307,307,7,2025-01-10 09:40:00,PAGADA,17646.75
1308,308,8,2025-01-10 09:50:00,PAGADA,25176.00
1309,309,9,2025-01-10 10:00:00,PAGADA,6705.75
1310,310,10,2025-01-10 10:10:00,CREADA,14235.00
1311,311,1,2025-01-10 10:20:00,PAGADA,22587.75
1312,312,2,2025-01-10 10:30:00,PAGADA,31764.00
1313,313,3,2025-01-10 10:40:00,PAGADA,8352.75
1314,314,4,2025-01-10 10:50:00,PAGADA,17529.00
1315,315,5,2025-01-10 11:00:00,CREADA,27528.75
1316,316,6,2025-01-10 11:10:00,PAGADA,38352.00
1317,317,7,2025-01-10 11:20:00,PAGADA,9999.75
1318,318,8,2025-01-10 11:30:00,PAGADA,20823.00
1319,319,9,2025-01-10 11:40:00,PAGADA,32469.75
1320,320,10,2025-01-10 11:50:00,ANULADA,44940.00
1321,321,1,2025-01-10 12:00:00,PAGADA,11646.75
1322,322,2,2025-01-10 12:10:00,PAGADA,24117.00
1323,323,3,2025-01-10 12:20:00,PAGADA,37410.75
1324,324,4,2025-01-10 12:30:00,PAGADA,51528.00
1325,325,5,2025-01-10 12:40:00,CREADA,13293.75
1326,326,6,2025-01-10 12:50:00,PAGADA,27411.00
1327,327,7,2025-01-10 13:00:00,PAGADA,42351.75
1328,328,8,2025-01-10 13:10:00,PAGADA,58116.00
1329,329,9,2025-01-10 13:20:00,PAGADA,14940.75
1330,330,10,2025-01-10 13:30:00,CREADA,30705.00
1331,331,1,2025-01-10 13:40:00,PAGADA,47292.75
1332,332,2,2025-01-10 13:50:00,PAGADA,64704.00
1333,333,3,2025-01-10 14:00:00,PAGADA,16587.75
1334,334,4,2025-01-10 14:10:00,PAGADA,33999.00
1335,335,5,2025-01-10 14:20:00,CREADA,52233.75
1336,336,6,2025-01-10 14:30:00,PAGADA,71292.00
1337,337,7,2025-01-10 14:40:00,PAGADA,18234.75
1338,338,8,2025-01-10 14:50:00,PAGADA,37293.00
1339,339,9,2025-01-10 15:00:00,PAGADA,57174.75
1340,340,10,2025-01-10 15:10:00,CREADA,77880.00
1341,341,1,2025-01-10 15:20:00,PAGADA,19881.75
1342,342,2,2025-01-10 15:30:00,PAGADA,40587.00
1343,343,3,2025-01-10 15:40:00,PAGADA,62115.75
1344,344,4,2025-01-10 15:50:00,PAGADA,84468.00
1345,345,5,2025-01-10 16:00:00,CREADA,21528.75
1346,346,6,2025-01-10 16:10:00,PAGADA,43881.00
1347,347,7,2025-01-10 16:20:00,PAGADA,67056.75
1348,348,8,2025-01-10 16:30:00,PAGADA,91056.00
1349,349,9,2025-01-10 16:40:00,PAGADA,23175.75
1350,350,10,2025-01-10 16:50:00,ANULADA,47175.00
1351,351,1,2025-01-10 17:00:00,PAGADA,71997.75
1352,352,2,2025-01-10 17:10:00,PAGADA,97644.00
1353,353,3,2025-01-10 17:20:00,PAGADA,24822.75
1354,354,4,2025-01-10 17:30:00,PAGADA,50469.00
1355,355,5,2025-01-10 17:40:00,CREADA,76938.75
1356,356,6,2025-01-10 17:50:00,PAGADA,104232.00
1357,357,7,2025-01-10 18:00:00,PAGADA,26469.75
1358,358,8,2025-01-10 18:10:00,PAGADA,53763.00
1359,359,9,2025-01-10 18:20:00,PAGADA,81879.75
1360,360,10,2025-01-10 18:30:00,CREADA,110820.00
1361,361,1,2025-01-10 18:40:00,PAGADA,28116.75
1362,362,2,2025-01-10 18:50:00,PAGADA,57057.00
1363,363,3,2025-01-10 19:00:00,PAGADA,86820.75
1364,364,4,2025-01-10 19:10:00,PAGADA,117408.00
1365,365,5,2025-01-10 19:20:00,CREADA,29763.75
1366,366,6,2025-01-10 19:30:00,PAGADA,60351.00
1367,367,7,2025-01-10 19:40:00,PAGADA,91761.75
1368,368,8,2025-01-10 19:50:00,PAGADA,123996.00
1369,369,9,2025-01-10 20:00:00,PAGADA,31410.75
1370,370,10,2025-01-10 20:10:00,CREADA,63645.00
1371,371,1,2025-01-10 20:20:00,PAGADA,96702.75
1372,372,2,2025-01-10 20:30:00,PAGADA,130584.00
1373,373,3,2025-01-10 20:40:00,PAGADA,33057.75
1374,374,4,2025-01-10 20:50:00,PAGADA,66939.00
1375,375,5,2025-01-10 21:00:00,CREADA,101643.75
1376,376,6,2025-01-10 21:10:00,PAGADA,137172.00
1377,377,7,2025-01-10 21:20:00,PAGADA,34704.75
1378,378,8,2025-01-10 21:30:00,PAGADA,70233.00
1379,379,9,2025-01-10 21:40:00,PAGADA,106584.75
1380,380,10,2025-01-10 21:50:00,ANULADA,143760.00
1381,381,1,2025-01-10 22:00:00,PAGADA,36351.75
1382,382,2,2025-01-10 22:10:00,PAGADA,73527.00
1383,383,3,2025-01-10 22:20:00,PAGADA,111525.75
1384,384,4,2025-01-10 22:30:00,PAGADA,150348.00
1385,385,5,2025-01-10 22:40:00,CREADA,37998.75
1386,386,6,2025-01-10 22:50:00,PAGADA,76821.00
1387,387,7,2025-01-10 23:00:00,PAGADA,116466.75
1388,388,8,2025-01-10 23:10:00,PAGADA,156936.00
1389,389,9,2025-01-10 23:20:00,PAGADA,39645.75
1390,390,10,2025-01-10 23:30:00,CREADA,80115.00
1391,391,1,2025-01-10 23:40:00,PAGADA,121407.75
1392,392,2,2025-01-10 23:50:00,PAGADA,163524.00
1393,393,3,2025-01-11 00:00:00,PAGADA,41292.75
1394,394,4,2025-01-11 00:10:00,PAGADA,83409.00
1395,395,5,2025-01-11 00:20:00,CREADA,126348.75
1396,396,6,2025-01-11 00:30:00,PAGADA,170112.00
1397,397,7,2025-01-11 00:40:00,PAGADA,42939.75
1398,398,8,2025-01-11 00:50:00,PAGADA,86703.00
1399,399,9,2025-01-11 01:00:00,PAGADA,131289.75
1400,400,10,2025-01-11 01:10:00,CREADA,176700.00
1401,401,1,2025-01-11 01:20:00,PAGADA,3411.75
1402,402,2,2025-01-11 01:30:00,PAGADA,7647.00
1403,403,3,2025-01-11 01:40:00,PAGADA,12705.75
1404,404,4,2025-01-11 01:50:00,PAGADA,18588.00
1405,405,5,2025-01-11 02:00:00,CREADA,5058.75
1406,406,6,2025-01-11 02:10:00,PAGADA,10941.00
1407,407,7,2025-01-11 02:20:00,PAGADA,17646.75
1408,408,8,2025-01-11 02:30:00,PAGADA,25176.00
1409,409,9,2025-01-11 02:40:00,PAGADA,6705.75
1410,410,10,2025-01-11 02:50:00,ANULADA,14235.00
1411,411,1,2025-01-11 03:00:00,PAGADA,22587.75
1412,412,2,2025-01-11 03:10:00,PAGADA,31764.00
1413,413,3,2025-01-11 03:20:00,PAGADA,8352.75
1414,414,4,2025-01-11 03:30:00,PAGADA,17529.00
1415,415,5,2025-01-11 03:40:00,CREADA,27528.75
1416,416,6,2025-01-11 03:50:00,PAGADA,38352.00
1417,417,7,2025-01-11 04:00:00,PAGADA,9999.75
1418,418,8,2025-01-11 04:10:00,PAGADA,20823.00
1419,419,9,2025-01-11 04:20:00,PAGADA,32469.75
1420,420,10,2025-01-11 04:30:00,CREADA,44940.00
1421,421,1,2025-01-11 04:40:00,PAGADA,11646.75
1422,422,2,2025-01-11 04:50:00,PAGADA,24117.00
1423,423,3,2025-01-11 05:00:00,PAGADA,37410.75
1424,424,4,2025-01-11 05:10:00,PAGADA,51528.00
1425,425,5,2025-01-11 05:20:00,CREADA,13293.75
1426,426,6,2025-01-11 05:30:00,PAGADA,27411.00
1427,427,7,2025-01-11 05:40:00,PAGADA,42351.75
1428,428,8,2025-01-11 05:50:00,PAGADA,58116.00
1429,429,9,2025-01-11 06:00:00,PAGADA,14940.75
1430,430,10,2025-01-11 06:10:00,CREADA,30705.00
1431,431,1,2025-01-11 06:20:00,PAGADA,47292.75
1432,432,2,2025-01-11 06:30:00,PAGADA,64704.00
1433,433,3,2025-01-11 06:40:00,PAGADA,16587.75
1434,434,4,2025-01-11 06:50:00,PAGADA,33999.00
1435,435,5,2025-01-11 07:00:00,CREADA,52233.75
1436,436,6,2025-01-11 07:10:00,PAGADA,71292.00
1437,437,7,2025-01-11 07:20:00,PAGADA,18234.75
1438,438,8,2025-01-11 07:30:00,PAGADA,37293.00
1439,439,9,2025-01-11 07:40:00,PAGADA,57174.75
1440,440,10,2025-01-11 07:50:00,ANULADA,77880.00
1441,441,1,2025-01-11 08:00:00,PAGADA,19881.75
1442,442,2,2025-01-11 08:10:00,PAGADA,40587.00
1443,443,3,2025-01-11 08:20:00,PAGADA,62115.75
1444,444,4,2025-01-11 08:30:00,PAGADA,84468.00
1445,445,5,2025-01-11 08:40:00,CREADA,21528.75
1446,446,6,2025-01-11 08:50:00,PAGADA,43881.00
1447,447,7,2025-01-11 09:00:00,PAGADA,67056.75
1448,448,8,2025-01-11 09:10:00,PAGADA,91056.00
1449,449,9,2025-01-11 09:20:00,PAGADA,23175.75
1450,450,10,2025-01-11 09:30:00,CREADA,47175.00
1451,451,1,2025-01-11 09:40:00,PAGADA,71997.75
1452,452,2,2025-01-11 09:50:00,PAGADA,97644.00
1453,453,3,2025-01-11 10:00:00,PAGADA,24822.75
1454,454,4,2025-01-11 10:10:00,PAGADA,50469.00
1455,455,5,2025-01-11 10:20:00,CREADA,76938.75
1456,456,6,2025-01-11 10:30:00,PAGADA,104232.00
1457,457,7,2025-01-11 10:40:00,PAGADA,26469.75
1458,458,8,2025-01-11 10:50:00,PAGADA,53763.00
1459,459,9,2025-01-11 11:00:00,PAGADA,81879.75
1460,460,10,2025-01-11 11:10:00,CREADA,110820.00
1461,461,1,2025-01-11 11:20:00,PAGADA,28116.75
1462,462,2,2025-01-11 11:30:00,PAGADA,57057.00
1463,463,3,2025-01-11 11:40:00,PAGADA,86820.75
1464,464,4,2025-01-11 11:50:00,PAGADA,117408.00
1465,465,5,2025-01-11 12:00:00,CREADA,29763.75
1466,466,6,2025-01-11 12:10:00,PAGADA,60351.00
1467,467,7,2025-01-11 12:20:00,PAGADA,91761.75
1468,468,8,2025-01-11 12:30:00,PAGADA,123996.00
1469,469,9,2025-01-11 12:40:00,PAGADA,31410.75
1470,470,10,2025-01-11 12:50:00,ANULADA,63645.00
1471,471,1,2025-01-11 13:00:00,PAGADA,96702.75
1472,472,2,2025-01-11 13:10:00,PAGADA,130584.00
1473,473,3,2025-01-11 13:20:00,PAGADA,33057.75
1474,474,4,2025-01-11 13:30:00,PAGADA,66939.00
1475,475,5,2025-01-11 13:40:00,CREADA,101643.75
1476,476,6,2025-01-11 13:50:00,PAGADA,137172.00
1477,477,7,2025-01-11 14:00:00,PAGADA,34704.75
1478,478,8,2025-01-11 14:10:00,PAGADA,70233.00
1479,479,9,2025-01-11 14:20:00,PAGADA,106584.75
1480,480,10,2025-01-11 14:30:00,CREADA,143760.00
1481,481,1,2025-01-11 14:40:00,PAGADA,36351.75
1482,482,2,2025-01-11 14:50:00,PAGADA,73527.00
1483,483,3,2025-01-11 15:00:00,PAGADA,111525.75
1484,484,4,2025-01-11 15:10:00,PAGADA,150348.00
1485,485,5,2025-01-11 15:20:00,CREADA,37998.75
1486,486,6,2025-01-11 15:30:00,PAGADA,76821.00
1487,487,7,2025-01-11 15:40:00,PAGADA,116466.75
1488,488,8,2025-01-11 15:50:00,PAGADA,156936.00
1489,489,9,2025-01-11 16:00:00,PAGADA,39645.75
1490,490,10,2025-01-11 16:10:00,CREADA,80115.00
1491,491,1,2025-01-11 16:20:00,PAGADA,121407.75
1492,492,2,2025-01-11 16:30:00,PAGADA,163524.00
1493,493,3,2025-01-11 16:40:00,PAGADA,41292.75
1494,494,4,2025-01-11 16:50:00,PAGADA,83409.00
1495,495,5,2025-01-11 17:00:00,CREADA,126348.75
1496,496,6,2025-01-11 17:10:00,PAGADA,170112.00
1497,497,7,2025-01-11 17:20:00,PAGADA,42939.75
1498,498,8,2025-01-11 17:30:00,PAGADA,86703.00
1499,499,9,2025-01-11 17:40:00,PAGADA,131289.75
1500,500,10,2025-01-11 17:50:00,ANULADA,176700.00
1501,1,1,2025-01-11 18:00:00,PAGADA,3411.75
1502,2,2,2025-01-11 18:10:00,PAGADA,7647.00
1503,3,3,2025-01-11 18:20:00,PAGADA,12705.75
1504,4,4,2025-01-11 18:30:00,PAGADA,18588.00
1505,5,5,2025-01-11 18:40:00,CREADA,5058.75
1506,6,6,2025-01-11 18:50:00,PAGADA,10941.00
1507,7,7,2025-01-11 19:00:00,PAGADA,17646.75
1508,8,8,2025-01-11 19:10:00,PAGADA,25176.00
1509,9,9,2025-01-11 19:20:00,PAGADA,6705.75
1510,10,10,2025-01-11 19:30:00,CREADA,14235.00
1511,11,1,2025-01-11 19:40:00,PAGADA,22587.75
1512,12,2,2025-01-11 19:50:00,PAGADA,31764.00
1513,13,3,2025-01-11 20:00:00,PAGADA,8352.75
1514,14,4,2025-01-11 20:10:00,PAGADA,17529.00
1515,15,5,2025-01-11 20:20:00,CREADA,27528.75
1516,16,6,2025-01-11 20:30:00,PAGADA,38352.00
1517,17,7,2025-01-11 20:40:00,PAGADA,9999.75
1518,18,8,2025-01-11 20:50:00,PAGADA,20823.00
1519,19,9,2025-01-11 21:00:00,PAGADA,32469.75
1520,20,10,2025-01-11 21:10:00,CREADA,44940.00
1521,21,1,2025-01-11 21:20:00,PAGADA,11646.75
1522,22,2,2025-01-11 21:30:00,PAGADA,24117.00
1523,23,3,2025-01-11 21:40:00,PAGADA,37410.75
1524,24,4,2025-01-11 21:50:00,PAGADA,51528.00
1525,25,5,2025-01-11 22:00:00,CREADA,13293.75
1526,26,6,2025-01-11 22:10:00,PAGADA,27411.00
1527,27,7,2025-01-11 22:20:00,PAGADA,42351.75
1528,28,8,2025-01-11 22:30:00,PAGADA,58116.00
1529,29,9,2025-01-11 22:40:00,PAGADA,14940.75
1530,30,10,2025-01-11 22:50:00,ANULADA,30705.00
1531,31,1,2025-01-11 23:00:00,PAGADA,47292.75
1532,32,2,2025-01-11 23:10:00,PAGADA,64704.00
1533,33,3,2025-01-11 23:20:00,PAGADA,16587.75
1534,34,4,2025-01-11 23:30:00,PAGADA,33999.00
1535,35,5,2025-01-11 23:40:00,CREADA,52233.75
1536,36,6,2025-01-11 23:50:00,PAGADA,71292.00
1537,37,7,2025-01-12 00:00:00,PAGADA,18234.75
1538,38,8,2025-01-12 00:10:00,PAGADA,37293.00
1539,39,9,2025-01-12 00:20:00,PAGADA,57174.75
1540,40,10,2025-01-12 00:30:00,CREADA,77880.00
1541,41,1,2025-01-12 00:40:00,PAGADA,19881.75
1542,42,2,2025-01-12 00:50:00,PAGADA,40587.00
1543,43,3,2025-01-12 01:00:00,PAGADA,62115.75
1544,44,4,2025-01-12 01:10:00,PAGADA,84468.00
1545,45,5,2025-01-12 01:20:00,CREADA,21528.75
1546,46,6,2025-01-12 01:30:00,PAGADA,43881.00
1547,47,7,2025-01-12 01:40:00,PAGADA,67056.75
1548,48,8,2025-01-12 01:50:00,PAGADA,91056.00
1549,49,9,2025-01-12 02:00:00,PAGADA,23175.75
1550,50,10,2025-01-12 02:10:00,CREADA,47175.00
1551,51,1,2025-01-12 02:20:00,PAGADA,71997.75
1552,52,2,2025-01-12 02:30:00,PAGADA,97644.00
1553,53,3,2025-01-12 02:40:00,PAGADA,24822.75
1554,54,4,2025-01-12 02:50:00,PAGADA,50469.00
1555,55,5,2025-01-12 03:00:00,CREADA,76938.75
1556,56,6,2025-01-12 03:10:00,PAGADA,104232.00
1557,57,7,2025-01-12 03:20:00,PAGADA,26469.75
1558,58,8,2025-01-12 03:30:00,PAGADA,53763.00
1559,59,9,2025-01-12 03:40:00,PAGADA,81879.75
1560,60,10,2025-01-12 03:50:00,ANULADA,110820.00
1561,61,1,2025-01-12 04:00:00,PAGADA,28116.75
1562,62,2,2025-01-12 04:10:00,PAGADA,57057.00
1563,63,3,2025-01-12 04:20:00,PAGADA,86820.75
1564,64,4,2025-01-12 04:30:00,PAGADA,117408.00
1565,65,5,2025-01-12 04:40:00,CREADA,29763.75
1566,66,6,2025-01-12 04:50:00,PAGADA,60351.00
1567,67,7,2025-01-12 05:00:00,PAGADA,91761.75
1568,68,8,2025-01-12 05:10:00,PAGADA,123996.00
1569,69,9,2025-01-12 05:20:00,PAGADA,31410.75
1570,70,10,2025-01-12 05:30:00,CREADA,63645.00
1571,71,1,2025-01-12 05:40:00,PAGADA,96702.75
1572,72,2,2025-01-12 05:50:00,PAGADA,130584.00
1573,73,3,2025-01-12 06:00:00,PAGADA,33057.75
1574,74,4,2025-01-12 06:10:00,PAGADA,66939.00
1575,75,5,2025-01-12 06:20:00,CREADA,101643.75
1576,76,6,2025-01-12 06:30:00,PAGADA,137172.00
1577,77,7,2025-01-12 06:40:00,PAGADA,34704.75
1578,78,8,2025-01-12 06:50:00,PAGADA,70233.00
1579,79,9,2025-01-12 07:00:00,PAGADA,106584.75
1580,80,10,2025-01-12 07:10:00,CREADA,143760.00
1581,81,1,2025-01-12 07:20:00,PAGADA,36351.75
1582,82,2,2025-01-12 07:30:00,PAGADA,73527.00
1583,83,3,2025-01-12 07:40:00,PAGADA,111525.75
1584,84,4,2025-01-12 07:50:00,PAGADA,150348.00
1585,85,5,2025-01-12 08:00:00,CREADA,37998.75
1586,86,6,2025-01-12 08:10:00,PAGADA,76821.00
1587,87,7,2025-01-12 08:20:00,PAGADA,116466.75
1588,88,8,2025-01-12 08:30:00,PAGADA,156936.00
1589,89,9,2025-01-12 08:40:00,PAGADA,39645.75
1590,90,10,2025-01-12 08:50:00,ANULADA,80115.00
1591,91,1,2025-01-12 09:00:00,PAGADA,121407.75
1592,92,2,2025-01-12 09:10:00,PAGADA,163524.00
1593,93,3,2025-01-12 09:20:00,PAGADA,41292.75
1594,94,4,2025-01-12 09:30:00,PAGADA,83409.00
1595,95,5,2025-01-12 09:40:00,CREADA,126348.75
1596,96,6,2025-01-12 09:50:00,PAGADA,170112.00
1597,97,7,2025-01-12 10:00:00,PAGADA,42939.75
1598,98,8,2025-01-12 10:10:00,PAGADA,86703.00
1599,99,9,2025-01-12 10:20:00,PAGADA,131289.75
1600,100,10,2025-01-12 10:30:00,CREADA,176700.00
1601,101,1,2025-01-12 10:40:00,PAGADA,3411.75
1602,102,2,2025-01-12 10:50:00,PAGADA,7647.00
1603,103,3,2025-01-12 11:00:00,PAGADA,12705.75
1604,104,4,2025-01-12 11:10:00,PAGADA,18588.00
1605,105,5,2025-01-12 11:20:00,CREADA,5058.75
1606,106,6,2025-01-12 11:30:00,PAGADA,10941.00
